timestamp,open,high,low,close,volume
2020-06-08,197.74544394846558,199.89485602107385,195.3480334642496,199.0681610107422,637910
2020-06-09,199.2335122131635,199.56418519598677,191.37990903463628,195.4307098388672,769863
2020-06-10,196.67075103929008,198.82016325536458,193.52931988184125,193.6946563720703,518406
2020-06-11,186.83310485534406,192.04128684984872,183.9396718155489,187.4117889404297,749375
2020-06-12,184.3529979989731,189.47850483750645,183.11295541153606,185.7583770751953,821933
2020-06-15,180.63287562380626,187.49444733513525,178.8968109038723,186.33706665039062,521009
2020-06-16,192.2066072879774,192.61995483053218,186.2544051980616,189.9745330810547,753755
2020-06-17,190.2225319965563,191.62791102873055,186.17171876927156,187.74244689941406,558679
2020-06-18,186.83308092168957,189.64383904025203,185.67571289977926,189.06515502929688,654888
2020-06-19,190.1398664582765,191.62792010995352,188.65181280659942,189.31317138671875,1566375
2020-06-22,187.74243751206293,190.7185319112062,186.99840445150377,188.65179443359375,391655
2020-06-23,189.56117990045283,194.1906646707539,189.06515781839371,192.28927612304688,623838
2020-06-24,191.79325352359535,192.61994858188672,185.7583770751953,185.7583770751953,482992
2020-06-25,185.1797003495066,189.89185984445567,182.61694052213755,188.48648071289062,388259
2020-06-26,190.8838871133879,191.04923621931025,186.33706421657007,186.41973876953125,355418
2020-06-29,185.923702713785,189.23048275397227,184.51832371957835,187.82510375976562,432812
2020-06-30,188.89983046522164,192.20661086723865,186.41974516370888,191.2972412109375,484014
2020-07-01,189.06517678639733,190.55323056749845,185.59305970673927,187.4944610595703,516153
2020-07-02,189.4785025021774,193.4466412559416,188.98249304193524,191.95858764648438,491064
2020-07-03,192.78529557165677,193.19864312331742,190.7185578133535,192.04127502441406,305253
2020-07-06,196.00939554072582,197.7454475252045,194.1906563936077,194.60400390625,378098
2020-07-07,194.4386630006621,195.4306944855623,191.54523047799043,192.53726196289062,274757
2020-07-08,191.21458213106206,194.52136258256556,190.8838965172919,191.6279296875,297439
2020-07-09,191.37992820359358,192.70264549610386,187.4117889404297,187.4117889404297,415876
2020-07-10,186.41973218276547,190.55320739746094,185.51036258978635,190.55320739746094,288171
2020-07-13,193.28131210116268,193.85999613391314,189.39584775056295,191.46258544921875,303616
2020-07-14,189.3958573001189,194.10801696777344,188.07314006053997,194.10801696777344,386079
2020-07-15,194.9346760265386,197.33208638859884,192.2065801085763,196.4227294921875,391329
2020-07-16,194.52133334641172,197.0014183122877,194.10798585209906,196.25738525390625,346208
2020-07-17,196.25738932464026,196.50540034924495,194.35600090285533,195.1000213623047,337598
2020-07-20,194.60401417407334,197.82813251141533,192.20660352000024,197.6627960205078,435335
2020-07-21,198.40681549961593,202.70562731256783,197.49744588282977,199.4815216064453,440455
2020-07-22,198.82015748135365,200.3908730144623,197.49744036920353,198.90283203125,245921
2020-07-23,199.15083493732112,199.31618404083767,194.60401210665748,195.18270874023438,438555
2020-07-24,192.95062036891258,194.85202151412378,191.62791585242707,193.3639678955078,295115
2020-07-27,192.53729025340866,194.7693771903623,191.8759442425433,192.9506378173828,211487
2020-07-28,193.19862221957413,194.9346867944563,192.0412542458959,194.3560028076172,211411
2020-07-29,194.5213494782224,196.17473959259,193.6946544210386,194.4386749267578,217206
2020-07-30,194.190667645992,194.60401518258573,183.93965378421356,186.7504119873047,549138
2020-07-31,186.66774424180687,190.63588299254036,185.84104919433594,185.84104919433594,396206
2020-08-03,186.41972492351223,194.2733275256114,185.59302991276493,193.61196899414062,396597
2020-08-04,194.35602317429615,196.1747498725323,190.96656821648227,191.2972412109375,265770
2020-08-05,192.78529579432558,194.60402250085988,191.29724208375526,192.3719482421875,278328
2020-08-06,190.9665559162428,192.37193497370572,181.54223742326528,188.73448181152344,848916
2020-08-07,187.99044317704423,191.04922485351562,184.18765364001308,191.04922485351562,645310
2020-08-10,192.61995397938594,194.35601869619111,190.96656381647276,192.12393188476562,281848
2020-08-11,193.5293278400134,197.0014447350638,192.95063117886656,194.190673828125,431859
2020-08-12,193.19863011864982,198.32413689135845,193.11596818250158,197.74545288085938,394435
2020-08-13,196.75341894260217,196.91875542724392,194.43867031452203,194.9346923828125,225394
2020-08-14,194.3560280269903,195.18272314813552,191.462595102982,194.10801696777344,264837
2020-08-17,193.61198401937108,194.93470118496194,192.61995245236085,193.28131103515625,160742
2020-08-18,192.20661566626612,196.0920802127754,191.29724598725977,194.10801696777344,289090
2020-08-19,193.44665369914043,197.91080220029718,192.20661104722285,197.82814025878906,255519
2020-08-20,195.67871719110434,197.5801183423769,195.59605525414105,197.00143432617188,279884
2020-08-21,197.7454482561679,197.91078473896297,193.44663663167046,195.34803771972656,422548
2020-08-24,196.75342252303733,199.7295297582076,196.17473850907797,199.1508331298828,307644
2020-08-25,200.1428815733022,203.61499834582654,199.56418493257672,201.2175750732422,348450
2020-08-26,200.8868974779473,201.8789290166937,199.4815184135261,201.71359252929688,192317
2020-08-27,202.0442687380293,202.0442687380293,199.06817407415443,199.4815216064453,271407
2020-08-28,200.88689841074086,204.85503719851746,199.39884478852892,202.78829956054688,433578
2020-08-31,204.27637134658744,206.92179323554208,199.8122100830078,199.8122100830078,912952
2020-09-01,201.21757045274097,202.54028758064644,199.150832824367,201.71359252929688,283814
