timestamp,open,high,low,close,volume
2020-06-22,285.9822110315052,288.8235529429476,284.8308257263718,288.4242858886719,74649400
2020-06-23,291.0891191885654,292.0269572765625,289.34345271609226,289.75201416015625,68471200
2020-06-24,287.70002810968066,288.32216496828954,280.5131076529364,282.36090087890625,132813500
2020-06-25,281.785185014913,285.65722508649236,279.75167184836454,285.387939453125,89468000
2020-06-26,284.2829755044831,284.49655078149493,278.0245993097469,278.60955810546875,127961000
2020-06-29,279.8723900022034,282.8437131584,277.56959117820196,282.7044372558594,79773300
2020-06-30,282.26801286929793,288.0342901100218,282.1101762963418,286.32574462890625,113394800
2020-07-01,287.4492908347837,289.60351910076605,286.98501896729994,288.3313903808594,72396500
2020-07-02,291.78560431906743,293.1412987145926,289.2506977966374,289.91925048828125,69344200
2020-07-06,293.76337246124024,294.9797624687248,293.0112543142278,294.394775390625,61713800
2020-07-07,292.8441351539639,294.83120406239897,290.9777531311588,291.35845947265625,82910000
2020-07-08,292.1291848808781,293.69842635013094,290.355690955589,293.5870056152344,54638600
2020-07-09,294.1997980673815,294.44122850995996,288.47996517243905,291.91558837890625,83354200
2020-07-10,291.8505571111614,295.1654647964313,290.41132576501525,294.89617919921875,57550400
2020-07-13,297.25471680026754,299.6503472197531,291.6834542706759,292.34271240234375,102997500
2020-07-14,290.9127252369829,296.9111378459169,289.7056297809906,296.13116455078125,93657000
2020-07-15,299.371788865035,299.95677595172276,296.4561479367519,298.851806640625,87196500
2020-07-16,296.93904039518486,298.32256163903685,296.2890483770897,297.8675842285156,54622500
2020-07-17,298.8796494933963,299.5203469107838,296.8925523816369,298.7310791015625,62774900
2020-07-20,298.4618498340894,301.8974734936187,297.70973156508,301.1453552246094,56308800
2020-07-21,303.12311599800523,303.56879885867374,300.7924621371037,301.7860107421875,57292200
2020-07-22,301.42388564052834,303.8195445276494,301.3124649177615,303.5038146972656,57792900
2020-07-23,303.1416435359776,303.84734577077256,298.50821983633944,299.8824462890625,75738000
2020-07-24,298.01617674901337,298.9818420047356,296.4376407804922,297.951171875,73766600
2020-07-27,298.6475506249182,300.3003574759023,297.8489882118405,300.1239318847656,48293000
2020-07-28,299.3903437631197,300.51390206285504,297.92325715902894,298.22039794921875,57495000
2020-07-29,299.10252170058675,302.4545795243995,299.06537201457814,301.8881530761719,48454200
2020-07-30,298.89826755915107,301.22892175215213,296.79977767170465,300.8110656738281,61861700
2020-07-31,302.6124177314105,303.2902649044099,298.36896577887273,303.1881103515625,84986800
2020-08-03,304.8595427023812,306.06663844812346,304.3117051970421,305.29595947265625,53077900
2020-08-04,304.43238134859746,306.4751892089844,304.43238134859746,306.4751892089844,41917900
2020-08-05,307.7844088235645,308.63868157199465,307.5151231922137,308.378662109375,42697700
2020-08-06,307.7937360834501,310.56077871507983,307.4687400574981,310.4400634765625,43679400
2020-08-07,309.4651038076949,310.9507796860284,308.55512060219945,310.6629333496094,57308300
2020-08-10,311.11789475848155,311.7771529462985,309.16794703966593,311.5914611816406,44282100
2020-08-11,312.779998216801,313.42069573344673,308.28584943097746,309.0193786621094,69601100
2020-08-12,311.4707625746392,314.1078238035738,311.44290739160823,313.3278503417969,53774400
2020-08-13,312.557102295413,314.07992766763806,311.83283929413466,312.7613830566406,41816100
2020-08-14,312.37145436252035,313.3092927620155,311.637896752908,312.7707214355469,47260400
2020-08-17,313.7920763703615,314.16348820206696,312.779967085779,313.76422119140625,35481000
2020-08-18,314.16352799255435,314.86923039801013,312.55713690426006,314.4421081542969,38733900
2020-08-19,314.8227712360739,315.3427535089816,312.5664165514663,313.1328430175781,68054200
2020-08-20,311.3964580401114,314.59065121369554,311.26647663375564,314.1078186035156,42207800
2020-08-21,313.77351989954946,315.44488733306434,313.42993490529074,315.2220458984375,55106600
2020-08-24,317.67343815259494,318.4905613278083,315.1942417800255,318.4162902832031,48588700
2020-08-25,318.982710550964,319.61411365301115,317.81273607482524,319.5305480957031,38463400
2020-08-26,320.124772436954,323.003235573334,319.5769349904524,322.7339782714844,50790200
2020-08-27,323.6067956437199,324.8974567380326,321.76826879321163,323.43963623046875,58034100
2020-08-28,324.4703140245075,325.6588488315351,323.27248471263505,325.5288391113281,48588900
2020-08-31,325.3153027924507,326.1974023373853,324.1174734415584,324.349609375,66099200
2020-09-01,325.18536841118373,327.50672828344267,324.28467964727076,327.40460205078125,54908700
2020-09-02,329.32665006940977,333.11509639783384,328.17523646014934,332.14013671875,69540000
2020-09-03,330.4408679185456,330.9144343105213,318.1098077482634,320.7097473144531,148011100
2020-09-04,321.3968919628231,322.97539952840935,310.94147899344426,318.0912780761719,139156300
2020-09-08,312.6500197321519,318.1563067906495,309.0937089371618,309.4001159667969,114465300
2020-09-09,313.42999106593817,317.98914514563717,312.55715750804563,315.50994873046875,91462300
2020-09-10,317.39483946374094,318.05409760860255,309.06580068183547,310.031494140625,90569500
2020-09-11,311.82363852240456,312.8914584058522,307.3480498476314,310.18939208984375,84680200
2020-09-14,313.37424422394645,316.0577494610093,310.3379161388723,314.2749328613281,65605700
2020-09-15,316.7448620744899,317.5805458417575,314.2842266287377,315.8627624511719,52920900
2020-09-16,317.1069767832356,318.54620822308874,314.33061177472035,314.60919189453125,82096000
2020-09-17,309.7250539316807,313.5692386949931,309.19577718828435,311.8421325683594,91523300
2020-09-18,312.652317032249,312.7641837823085,305.75359242526116,308.2520446777344,105877900
2020-09-21,303.63735858807763,304.9704847244025,299.9362820174096,304.8213195800781,99450800
2020-09-22,306.3129272948169,308.4850823655749,303.7864801299103,307.92572021484375,63612100
2020-09-23,308.48506099571813,308.7647562768786,300.28117818777594,300.78460693359375,93112200
2020-09-24,299.460811288679,304.6628139646036,298.13698845232335,301.58636474609375,76681300
2020-09-25,300.72870054393417,307.2545266690337,299.85240149573735,306.4621276855469,71069400
2020-09-28,310.64792153022825,312.27004609601465,309.6503957212342,311.5522155761719,64584600
2020-09-29,311.34715281415293,312.09295010347984,309.1563341575337,309.85552978515625,51304000
2020-09-30,310.52671711516024,315.37448419721386,310.3309503317547,312.2048034667969,104081100
2020-10-01,314.8151312708314,315.7939936667757,312.3166793180605,314.20916748046875,88698700
2020-10-02,309.2308984439791,314.181200691042,308.75543636307634,311.2259216308594,89431100
2020-10-05,313.2954974196596,316.9313080981373,313.24889576942803,316.744873046875,45713100
2020-10-06,316.8847648697731,318.99168333486006,311.7293638988455,312.2420959472656,90128900
2020-10-07,315.21603328200314,318.488277961641,315.188066594585,317.6772155761719,56999600
2020-10-08,319.62564947044564,320.55791035357345,318.7026918499149,320.4926452636719,45242500
2020-10-09,322.1520812575814,323.8208362705735,321.5274823733392,323.3547058105469,59528600
2020-10-12,325.90905385055936,330.0389624196058,325.41495675821676,328.5566711425781,80388500
2020-10-13,328.4167998932719,328.593931703181,325.4428859694368,326.4124450683594,73255500
2020-10-14,326.99046289482385,328.0905237679991,323.625015193752,324.3614807128906,57727900
